object_name,type,M,R,C,Lambda,log10_Lambda,log10_P1,gamma1,gamma2,gamma3,P_c_cgs
M13,qLMXB,1.7335468220827723,12.692133330775873,0.2016838789187104,145.79384350320956,2.163739185236856,34.38,3.0,2.98,2.85,1.7335468220827723e+35
M13,qLMXB,1.2678642908680346,12.462410449151113,0.1502245647807449,977.3519806492085,2.9900509974183875,34.38,3.0,2.98,2.85,1.2678642908680346e+35
M13,qLMXB,1.3441852711589517,13.406201830053279,0.14805518245822952,1017.0838028788534,3.0073567382014263,34.38,3.0,2.98,2.85,1.3441852711589516e+35
M13,qLMXB,1.7636205254486286,13.434611640573475,0.19384306265367185,192.87817984424626,2.2852830990319344,34.38,3.0,2.98,2.85,1.7636205254486286e+35
M13,qLMXB,1.5158477069679523,12.20346249959696,0.18341833007166514,305.9925646575092,2.485710873646786,34.38,3.0,2.98,2.85,1.5158477069679523e+35
M13,qLMXB,1.6256707856924852,10.659922204498688,0.2251898444508371,69.14138227442051,1.8397380577078708,34.38,3.0,2.98,2.85,1.6256707856924852e+35
M13,qLMXB,1.328593036589188,12.291115827569909,0.15961396843215345,689.6128080480302,2.8386053189606932,34.38,3.0,2.98,2.85,1.328593036589188e+35
M13,qLMXB,1.8170342672802087,13.344068001892833,0.20106899450610852,147.15091205967343,2.167762958255241,34.38,3.0,2.98,2.85,1.8170342672802085e+35
M13,qLMXB,1.0463473482724417,11.775760105924366,0.13120704761917354,2392.3418514233977,3.3788232378493928,34.38,3.0,2.98,2.85,1.0463473482724417e+35
M13,qLMXB,1.4400514609865556,13.578446107245068,0.15660231366885327,838.8109353451645,2.923664083606737,34.38,3.0,2.98,2.85,1.4400514609865556e+35
M13,qLMXB,1.6223922564382267,12.55954094067148,0.19074463596604532,205.34566322346078,2.31248553524904,34.38,3.0,2.98,2.85,1.6223922564382267e+35
M13,qLMXB,1.3310753672132745,13.366098713899532,0.14705107955419763,1187.580790750765,3.0746631642200546,34.38,3.0,2.98,2.85,1.3310753672132745e+35
M13,qLMXB,1.5057725921559366,11.849376853229252,0.18764375319352253,234.21624153482392,2.3696170075782854,34.38,3.0,2.98,2.85,1.5057725921559365e+35
M13,qLMXB,1.3491639839884724,12.539952187335919,0.15886897496849395,712.9875084578443,2.853081921078582,34.38,3.0,2.98,2.85,1.3491639839884723e+35
M13,qLMXB,1.3210721887858328,11.166590433815418,0.1746932792881843,421.56119546381757,2.6248606274142854,34.38,3.0,2.98,2.85,1.3210721887858326e+35
M13,qLMXB,1.3063860606029913,13.7980310996388,0.13980562752014233,1737.2717131745094,3.239867748385994,34.38,3.0,2.98,2.85,1.3063860606029913e+35
M13,qLMXB,1.359738508819564,11.090706394197914,0.18103661634935422,281.9696404641774,2.4502023505581354,34.38,3.0,2.98,2.85,1.3597385088195639e+35
M13,qLMXB,1.011990731743302,10.688781692611473,0.13980366696279625,1725.2888788537882,3.2368618228807686,34.38,3.0,2.98,2.85,1.0119907317433019e+35
M13,qLMXB,1.4089561468067364,12.628564976501186,0.16474555581700273,519.9576811422827,2.7159679982611737,34.38,3.0,2.98,2.85,1.4089561468067363e+35
M13,qLMXB,1.0805083926956844,13.175787754090916,0.12109376691954472,3742.976332295448,3.573217080978706,34.38,3.0,2.98,2.85,1.0805083926956844e+35
M13,qLMXB,1.3431986803286007,12.821326594460134,0.1546954457998388,942.466063216946,2.974265720869377,34.38,3.0,2.98,2.85,1.3431986803286006e+35
M13,qLMXB,1.3247393841157373,12.276306782923875,0.15934298551417464,730.3710707804645,2.86354356292544,34.38,3.0,2.98,2.85,1.3247393841157374e+35
M13,qLMXB,1.9780274088184981,9.890708109139071,0.2953079608635348,12.542915251179041,1.0983984878788124,34.38,3.0,2.98,2.85,1.9780274088184982e+35
M13,qLMXB,1.3512994378102339,12.823448898802598,0.1556026487517037,812.3578818138611,2.9097473985215396,34.38,3.0,2.98,2.85,1.351299437810234e+35
M13,qLMXB,1.3677587422853874,12.982551637412044,0.15556778764817963,972.0646299956609,2.987695140972943,34.38,3.0,2.98,2.85,1.3677587422853874e+35
M13,qLMXB,1.5820090473505177,11.26712784216644,0.2073318274870429,120.25118161840982,2.080089352553843,34.38,3.0,2.98,2.85,1.5820090473505178e+35
M13,qLMXB,1.2666464729040363,10.224792510106983,0.18292419366637963,288.7199842925496,2.460476845424202,34.38,3.0,2.98,2.85,1.2666464729040363e+35
M13,qLMXB,1.563207270455436,10.798344669015524,0.21376156270647592,103.7190976770195,2.0158587298906427,34.38,3.0,2.98,2.85,1.563207270455436e+35
M13,qLMXB,1.5019437052710845,11.392343345831858,0.19467528743556656,190.2727001547406,2.2793764812840824,34.38,3.0,2.98,2.85,1.5019437052710843e+35
M13,qLMXB,1.7795804519102583,13.006902594856452,0.20202912062980613,147.80822326609908,2.1696985965739866,34.38,3.0,2.98,2.85,1.779580451910258e+35
M13,qLMXB,1.3205791707597538,12.284269977496825,0.15873961596013408,721.9963599918103,2.858535008041307,34.38,3.0,2.98,2.85,1.3205791707597538e+35
M13,qLMXB,0.8538126235702462,14.446395701588203,0.08727167269988179,20236.930493656975,4.306144640047169,34.38,3.0,2.98,2.85,8.538126235702463e+34
M13,qLMXB,1.4795368162806342,12.136301475135399,0.18001539810692313,314.9588250136216,2.498253781604842,34.38,3.0,2.98,2.85,1.4795368162806342e+35
M13,qLMXB,1.3335188797628073,10.440665761586256,0.18859979259361323,265.6478414822355,2.4243062914064457,34.38,3.0,2.98,2.85,1.3335188797628073e+35
M13,qLMXB,1.071372000394401,11.064837087768101,0.14297677705394793,1380.2512050619262,3.139958134983715,34.38,3.0,2.98,2.85,1.071372000394401e+35
M13,qLMXB,1.7020189312130942,12.215959899188919,0.20573445139522417,121.81559422076145,2.0857028880548047,34.38,3.0,2.98,2.85,1.7020189312130943e+35
M13,qLMXB,1.6935845901893347,13.004100689464028,0.1923077580307522,214.20872437843738,2.330837154975078,34.38,3.0,2.98,2.85,1.6935845901893345e+35
M13,qLMXB,1.55893356029271,14.833798090640695,0.15518347691509832,947.5793701571329,2.9766155970861354,34.38,3.0,2.98,2.85,1.55893356029271e+35
M13,qLMXB,1.208321164249176,13.986273492092266,0.12757060083773028,2804.0490964011365,3.4477856134705935,34.38,3.0,2.98,2.85,1.208321164249176e+35
M13,qLMXB,1.5047739540344371,10.338502085192339,0.21492348827300875,93.932383223093,1.9728153412603318,34.38,3.0,2.98,2.85,1.504773954034437e+35
M13,qLMXB,1.1767941024158586,13.11086469638264,0.1325376856145647,2326.874163151714,3.3667728973707263,34.38,3.0,2.98,2.85,1.1767941024158585e+35
M13,qLMXB,0.861378412245922,12.175761649595302,0.10446434376193578,8631.069221927099,3.9360645997035366,34.38,3.0,2.98,2.85,8.61378412245922e+34
M13,qLMXB,1.3333302594216387,13.0019700095026,0.1514254281630159,1012.200824525859,3.0052666867436493,34.38,3.0,2.98,2.85,1.3333302594216386e+35
M13,qLMXB,1.4654150579881564,11.901553524124871,0.1818139619341157,287.25670414573773,2.4582701732681507,34.38,3.0,2.98,2.85,1.4654150579881564e+35
M13,qLMXB,1.099617463143743,12.980287765900849,0.12509142577384194,3078.538545351113,3.488344595617445,34.38,3.0,2.98,2.85,1.099617463143743e+35
M13,qLMXB,1.3453719388481937,11.733720953445411,0.16930775234484058,482.71601513599995,2.683691707705811,34.38,3.0,2.98,2.85,1.3453719388481937e+35
M13,qLMXB,1.6417279486220346,11.83123150994517,0.20489977144320554,124.69750734214735,2.095857772176454,34.38,3.0,2.98,2.85,1.6417279486220347e+35
M13,qLMXB,1.5659129438850432,11.97463566974881,0.19309700604306115,203.08315381809956,2.3076738992429187,34.38,3.0,2.98,2.85,1.5659129438850432e+35
M13,qLMXB,1.7818945765998775,12.17738338691444,0.21607188541791209,92.44337054881238,1.9658757717709845,34.38,3.0,2.98,2.85,1.7818945765998774e+35
M13,qLMXB,1.0852691271754185,11.958363602413943,0.13400960569499054,2134.2522880502725,3.3292457556844686,34.38,3.0,2.98,2.85,1.0852691271754184e+35
M13,qLMXB,0.9911565665396893,12.42092960242728,0.1178306835618174,4313.646903711392,3.6348445927726134,34.38,3.0,2.98,2.85,9.911565665396893e+34
M13,qLMXB,1.3903218638968597,13.340874788524067,0.15388676826892406,915.1768325326846,2.961505017534432,34.38,3.0,2.98,2.85,1.3903218638968598e+35
M13,qLMXB,1.749517974589111,11.10705153284656,0.23258936706185993,53.045319445894364,1.7246470691327607,34.38,3.0,2.98,2.85,1.749517974589111e+35
M13,qLMXB,1.4011166965974868,11.023820056869411,0.18767759423759353,258.41919941174797,2.4123247766946583,34.38,3.0,2.98,2.85,1.4011166965974868e+35
M13,qLMXB,1.9611683264632043,12.181293318067786,0.2377342228020785,45.733320958772474,1.6602327391393161,34.38,3.0,2.98,2.85,1.961168326463204e+35
M13,qLMXB,1.4011296189538318,11.415056863102105,0.18124685088028214,283.92027184260553,2.4531964021597923,34.38,3.0,2.98,2.85,1.4011296189538318e+35
M13,qLMXB,1.2035566292261586,10.668845780953095,0.16657864566950986,591.063737574636,2.7716343157110557,34.38,3.0,2.98,2.85,1.2035566292261585e+35
M13,qLMXB,1.35122257651919,11.819488738048111,0.16881010369376812,521.8845511298086,2.7175744410241127,34.38,3.0,2.98,2.85,1.35122257651919e+35
M13,qLMXB,1.099562224286028,11.356449558194992,0.14297084033081509,1416.4756241019384,3.151209105217834,34.38,3.0,2.98,2.85,1.0995622242860278e+35
M13,qLMXB,1.63719224785587,12.751853549685666,0.18958178067520962,233.00838773404004,2.36737155485024,34.38,3.0,2.98,2.85,1.63719224785587e+35
M13,qLMXB,1.399529433809004,12.640259441079452,0.16349191606410843,620.4513969397718,2.7927077667089013,34.38,3.0,2.98,2.85,1.399529433809004e+35
M13,qLMXB,1.1225069313057658,12.250687143796466,0.1353003179704609,1853.1311802904968,3.2679061634418383,34.38,3.0,2.98,2.85,1.1225069313057658e+35
M13,qLMXB,1.4002706357252057,11.671287264362935,0.1771590970267411,410.00265757107155,2.6127866717556163,34.38,3.0,2.98,2.85,1.4002706357252057e+35
M13,qLMXB,1.370026404062072,10.655336477112252,0.18985935609027654,226.32107701461143,2.3547250011703453,34.38,3.0,2.98,2.85,1.370026404062072e+35
M13,qLMXB,1.5098396864094719,14.040700340767776,0.15878603381138004,717.7919377347563,2.8559985760131434,34.38,3.0,2.98,2.85,1.5098396864094717e+35
M13,qLMXB,0.9843930064940899,13.098520712574079,0.11097278961180161,5531.114794325584,3.742812672033585,34.38,3.0,2.98,2.85,9.8439300649409e+34
M13,qLMXB,1.2709611396231286,11.916617465937906,0.15748874004632843,776.1194252748983,2.889928553406728,34.38,3.0,2.98,2.85,1.2709611396231286e+35
M13,qLMXB,1.5522911142685838,11.448002289484974,0.2002228776108784,155.26157383356812,2.191063984144607,34.38,3.0,2.98,2.85,1.5522911142685838e+35
M13,qLMXB,1.3764324117626527,12.364557753270667,0.1643790772414626,596.2191292032677,2.775405905903502,34.38,3.0,2.98,2.85,1.3764324117626527e+35
M13,qLMXB,1.489001443805645,13.128223460605911,0.16747862758325727,536.332875603034,2.7294344187333235,34.38,3.0,2.98,2.85,1.489001443805645e+35
M13,qLMXB,1.4933963808773045,10.459554516578873,0.21082987028891217,109.19763898787127,2.038213248390475,34.38,3.0,2.98,2.85,1.4933963808773045e+35
M13,qLMXB,1.499876887000402,13.001835314027495,0.1703417822382345,454.8162653577942,2.6578359877413402,34.38,3.0,2.98,2.85,1.499876887000402e+35
M13,qLMXB,1.2152401812778386,11.568489257188041,0.1551156825161126,879.5573849038968,2.944264179363803,34.38,3.0,2.98,2.85,1.2152401812778386e+35
M13,qLMXB,1.638470263731052,11.751793881979237,0.20587548398364816,135.07271244341098,2.130567621174282,34.38,3.0,2.98,2.85,1.638470263731052e+35
M13,qLMXB,1.4108699522911485,12.063285645121319,0.17269970973517743,426.019898507284,2.6294298845724087,34.38,3.0,2.98,2.85,1.4108699522911485e+35
M13,qLMXB,1.5666528411505392,12.558135598465777,0.1842119659396225,311.823288774692,2.4939085476989953,34.38,3.0,2.98,2.85,1.5666528411505391e+35
M13,qLMXB,1.1669438392506688,12.769911872232973,0.13493738524256405,1936.6661535343148,3.2870547626015227,34.38,3.0,2.98,2.85,1.1669438392506688e+35
M13,qLMXB,1.162678253252839,12.18804614926153,0.14086259812339733,1553.664037060052,3.191357113161684,34.38,3.0,2.98,2.85,1.162678253252839e+35
M13,qLMXB,2.1095433887650232,11.997439602748477,0.2596391178667561,21.136908395334423,1.32504146523088,34.38,3.0,2.98,2.85,2.109543388765023e+35
M13,qLMXB,1.4482526793735964,9.917895958698994,0.21562297184089205,92.09509715267113,1.9642365103682111,34.38,3.0,2.98,2.85,1.4482526793735963e+35
M13,qLMXB,1.38400632057379,13.074060421239732,0.1563139798728168,856.0581949996867,2.9325032891025753,34.38,3.0,2.98,2.85,1.38400632057379e+35
M13,qLMXB,1.2541075952730705,12.034324583907074,0.15388040196680808,865.8676316293089,2.937451504896262,34.38,3.0,2.98,2.85,1.2541075952730703e+35
M13,qLMXB,1.0979843612980764,12.540884257318698,0.12928204991068648,2387.0757943274066,3.377866208925295,34.38,3.0,2.98,2.85,1.0979843612980764e+35
M13,qLMXB,1.276343274857034,11.105308644110838,0.16970986818021996,495.9486424720866,2.6954367058333673,34.38,3.0,2.98,2.85,1.276343274857034e+35
M13,qLMXB,1.830357524816622,10.768253218916335,0.250992592464885,26.577583484223283,1.4245154910093931,34.38,3.0,2.98,2.85,1.830357524816622e+35
M13,qLMXB,1.3487782786624831,12.217267575553533,0.16301843236950045,632.6022261723656,2.801130715895659,34.38,3.0,2.98,2.85,1.348778278662483e+35
M13,qLMXB,1.2684198711914136,11.979296771292024,0.15635146247984835,830.0707594238418,2.919115115409172,34.38,3.0,2.98,2.85,1.2684198711914137e+35
M13,qLMXB,1.6401077231612096,10.049446352649888,0.2409908050427966,39.442990485444,1.5959698348211764,34.38,3.0,2.98,2.85,1.6401077231612095e+35
M13,qLMXB,1.4334521984852657,11.19022628492819,0.1891535869010778,253.9826451676169,2.4048040419528487,34.38,3.0,2.98,2.85,1.4334521984852657e+35
M13,qLMXB,1.2211475299428156,12.154578044291988,0.1483537346439282,1159.615824766634,3.0643141333489936,34.38,3.0,2.98,2.85,1.2211475299428156e+35
M13,qLMXB,1.2321788027995262,10.16876964741514,0.17892686754972942,333.21821686118193,2.5227287360301482,34.38,3.0,2.98,2.85,1.2321788027995261e+35
M13,qLMXB,1.63736013898176,11.829415360536347,0.2043860107549126,130.31171357514262,2.1149834557156715,34.38,3.0,2.98,2.85,1.63736013898176e+35
M13,qLMXB,1.6114180523756803,11.83614761437464,0.20103333934395667,149.09172360051835,2.1734535355094042,34.38,3.0,2.98,2.85,1.6114180523756802e+35
M13,qLMXB,1.4173640224158273,13.047825230580665,0.16040337750338152,776.2440385337735,2.8899982778650517,34.38,3.0,2.98,2.85,1.4173640224158271e+35
M13,qLMXB,1.5868090269143558,13.475823963027178,0.1738759709678196,401.34719295139456,2.603520229839307,34.38,3.0,2.98,2.85,1.5868090269143558e+35
M13,qLMXB,1.123532973507631,12.268564484581034,0.13522665570420012,1975.043856662355,3.2955767437574077,34.38,3.0,2.98,2.85,1.123532973507631e+35
M13,qLMXB,1.1103718146588506,12.007176017105586,0.13655191247446574,1892.2320652706626,3.2769743976503776,34.38,3.0,2.98,2.85,1.1103718146588505e+35
M13,qLMXB,1.4700983487545198,12.7547166387227,0.1701946131296439,480.6828720787895,2.681858647416365,34.38,3.0,2.98,2.85,1.4700983487545199e+35
M13,qLMXB,1.2532478351824858,11.634709310686272,0.1590565876342724,687.8165392753384,2.837472614681187,34.38,3.0,2.98,2.85,1.2532478351824857e+35
M13,qLMXB,1.8261937597962736,12.214795401081222,0.2207653409993503,76.94578880248702,1.8861848561377577,34.38,3.0,2.98,2.85,1.8261937597962735e+35
M13,qLMXB,1.1478019796368852,15.429223692560555,0.10984824654622426,5936.438528743488,3.7735259750841315,34.38,3.0,2.98,2.85,1.1478019796368851e+35
M13,qLMXB,1.2727880185984815,12.657420519914666,0.14848449434432812,1155.8623330419289,3.062906111281256,34.38,3.0,2.98,2.85,1.2727880185984814e+35
M13,qLMXB,1.619483013803921,14.18836935854619,0.16854432976868247,517.5868128187802,2.7139832027591884,34.38,3.0,2.98,2.85,1.6194830138039209e+35
M13,qLMXB,1.115992300008333,11.91736036236604,0.13827744970096423,1749.191494223401,3.242837356838368,34.38,3.0,2.98,2.85,1.115992300008333e+35
M13,qLMXB,1.8970565103764558,10.662413973733273,0.2627211053946981,21.609564442263874,1.3346460134252278,34.38,3.0,2.98,2.85,1.8970565103764557e+35
M13,qLMXB,1.424978592386604,13.121613588752428,0.16035825827931743,691.3366177073942,2.839689560566932,34.38,3.0,2.98,2.85,1.424978592386604e+35
M13,qLMXB,1.1693918424684182,13.025960057341464,0.13256245935934893,2278.3908730692006,3.357628232234316,34.38,3.0,2.98,2.85,1.1693918424684182e+35
M13,qLMXB,1.6230142414349304,12.185364901083501,0.19667720439374145,173.08889153667633,2.238269196707696,34.38,3.0,2.98,2.85,1.6230142414349304e+35
M13,qLMXB,0.9903032512440395,13.101310594953347,0.11161529132360329,5882.4385371001745,3.769557398128095,34.38,3.0,2.98,2.85,9.903032512440395e+34
M13,qLMXB,1.13855434178401,11.607568959373712,0.14483806904553934,1274.9653841727247,3.105498393658717,34.38,3.0,2.98,2.85,1.13855434178401e+35
M13,qLMXB,1.0092538920043954,11.300549363734351,0.13187762310282944,2144.5636963600114,3.3313389498834867,34.38,3.0,2.98,2.85,1.0092538920043954e+35
M13,qLMXB,1.2768802470280156,11.38743275183748,0.16557492928800813,520.2343441871831,2.7161990195219685,34.38,3.0,2.98,2.85,1.2768802470280155e+35
M13,qLMXB,1.8856475576423701,13.577794804132154,0.20506970977207478,127.69707012395857,2.1061809329439587,34.38,3.0,2.98,2.85,1.88564755764237e+35
M13,qLMXB,1.4481053491634024,12.659211598803424,0.1689132559996827,527.3300026510435,2.72208248139236,34.38,3.0,2.98,2.85,1.4481053491634024e+35
M13,qLMXB,1.1753487433349803,13.401317462380668,0.12950587990286877,2455.082939987942,3.3900661684633246,34.38,3.0,2.98,2.85,1.1753487433349803e+35
M13,qLMXB,1.0460343989578464,12.996550215245946,0.11884696958715196,4357.914136289446,3.639278669117431,34.38,3.0,2.98,2.85,1.0460343989578465e+35
M13,qLMXB,2.026977243382671,10.880302208400764,0.27509211953180535,14.521860719888574,1.1620222670945068,34.38,3.0,2.98,2.85,2.026977243382671e+35
M13,qLMXB,1.2775496890516167,13.061694581576434,0.14442704013208482,1230.4038275611701,3.090047673470124,34.38,3.0,2.98,2.85,1.2775496890516166e+35
M13,qLMXB,1.064307556075359,11.346537694516867,0.1385077326867732,1712.5218101586786,3.2336361112425633,34.38,3.0,2.98,2.85,1.064307556075359e+35
M13,qLMXB,1.219729683365411,12.92495977830476,0.1393492474248296,1730.0781147899086,3.2380657124099113,34.38,3.0,2.98,2.85,1.219729683365411e+35
M13,qLMXB,1.529894385311339,13.980666403626955,0.16158603065214744,675.7669320339907,2.829796936201032,34.38,3.0,2.98,2.85,1.5298943853113389e+35
M13,qLMXB,1.075775822414958,13.699714164892173,0.11595260457817848,4545.029367780813,3.6575366937678755,34.38,3.0,2.98,2.85,1.0757758224149581e+35
M13,qLMXB,1.6076046249213924,13.931107638210616,0.17039774144213993,480.8513755916794,2.682010862788321,34.38,3.0,2.98,2.85,1.6076046249213925e+35
M13,qLMXB,1.0059602967088375,11.189966616839229,0.1327462570134857,2333.2673193688724,3.367964498191999,34.38,3.0,2.98,2.85,1.0059602967088375e+35
M13,qLMXB,1.3377193285892959,12.287530888436383,0.16075726711197802,709.9576854681486,2.8512324648946756,34.38,3.0,2.98,2.85,1.337719328589296e+35
M13,qLMXB,1.5540807155200809,12.506679793624006,0.18348551088064682,284.5516345337083,2.454161084644506,34.38,3.0,2.98,2.85,1.5540807155200808e+35
M13,qLMXB,1.3018328885669106,13.143688707820477,0.1462541537025404,1264.7284824763858,3.1019972992517735,34.38,3.0,2.98,2.85,1.3018328885669105e+35
M13,qLMXB,1.3156749998455526,13.390323544292453,0.14508676138234192,1283.615918006535,3.108435094104003,34.38,3.0,2.98,2.85,1.3156749998455526e+35
M13,qLMXB,1.1670844564164016,11.36513223120632,0.15163450117334015,938.026809617895,2.9722152510685365,34.38,3.0,2.98,2.85,1.1670844564164016e+35
M13,qLMXB,1.311897495849078,13.557096706169812,0.14289052898415075,1359.4279509352743,3.1333561951229205,34.38,3.0,2.98,2.85,1.311897495849078e+35
M13,qLMXB,1.4271189402545257,11.477641719809844,0.18360214089715526,282.5924987326468,2.45116062954985,34.38,3.0,2.98,2.85,1.4271189402545257e+35
M13,qLMXB,1.002489697003687,11.957407947927809,0.12379785120959041,3229.5606174199843,3.5091434404704187,34.38,3.0,2.98,2.85,1.0024896970036869e+35
M13,qLMXB,1.5150719860089237,12.445609004580907,0.17975763684495993,310.34863263136066,2.491849836262537,34.38,3.0,2.98,2.85,1.5150719860089237e+35
M13,qLMXB,1.6510495610108855,12.431333344244194,0.19611582211095052,183.8431571145184,2.264447469490647,34.38,3.0,2.98,2.85,1.6510495610108854e+35
M13,qLMXB,1.3777044116537152,11.630466808055557,0.1749158391036456,400.1871363183311,2.6022631244907135,34.38,3.0,2.98,2.85,1.377704411653715e+35
M13,qLMXB,1.4988971089821455,10.278414739519889,0.2153356418352573,90.90849589678879,1.9586044723163183,34.38,3.0,2.98,2.85,1.4988971089821455e+35
M13,qLMXB,1.3162632573991027,12.481787666263706,0.15571706270908015,886.0003695868559,2.947433903049013,34.38,3.0,2.98,2.85,1.3162632573991026e+35
M13,qLMXB,1.1870647963508043,11.652241968500373,0.15043024613297215,1009.459212178361,3.0040887756979515,34.38,3.0,2.98,2.85,1.1870647963508042e+35
M13,qLMXB,1.1796181024738646,11.818094855376511,0.1473887012956016,1219.374015452114,3.086136936080357,34.38,3.0,2.98,2.85,1.1796181024738646e+35
M13,qLMXB,1.1165411261589135,12.670595834668193,0.1301211584708865,2247.366080471127,3.3516738217644417,34.38,3.0,2.98,2.85,1.1165411261589136e+35
M13,qLMXB,1.2396655008894484,11.837561769760214,0.15463667108767762,946.4079441346578,2.976078377096803,34.38,3.0,2.98,2.85,1.2396655008894484e+35
M13,qLMXB,1.3112994238118278,9.778632179203989,0.19801313273581234,153.17555138225725,2.1851894523259485,34.38,3.0,2.98,2.85,1.3112994238118279e+35
M13,qLMXB,1.38850739658667,12.8751479413689,0.15924514642631377,739.8531084161657,2.869145502789384,34.38,3.0,2.98,2.85,1.3885073965866701e+35
M13,qLMXB,1.4218925264502476,13.478485557256233,0.15577433604732438,811.6854573070146,2.9093877649299067,34.38,3.0,2.98,2.85,1.4218925264502476e+35
M13,qLMXB,1.6037276390067061,10.404783626470941,0.2275976615939364,59.23068397506083,1.7725467477494963,34.38,3.0,2.98,2.85,1.6037276390067061e+35
M13,qLMXB,0.9282396512670459,11.897670169263227,0.11520423008664558,4843.927225245211,3.6851976097162984,34.38,3.0,2.98,2.85,9.28239651267046e+34
M13,qLMXB,1.4085253730566298,12.268071688175848,0.1695347009517721,463.4033664828749,2.665959184481202,34.38,3.0,2.98,2.85,1.4085253730566298e+35
M13,qLMXB,1.332439788896696,10.552808664533675,0.18644458050025248,275.55384104695327,2.440206469195168,34.38,3.0,2.98,2.85,1.3324397888966959e+35
M13,qLMXB,1.3040934817754997,11.66222526905194,0.16511918374502405,622.2342991345325,2.7939539468471035,34.38,3.0,2.98,2.85,1.3040934817754996e+35
M13,qLMXB,1.0694383666126925,10.961854174564833,0.14405952388961582,1274.7115456224005,3.1054119194228824,34.38,3.0,2.98,2.85,1.0694383666126925e+35
M13,qLMXB,1.3630321545751294,12.674794792601356,0.1587944792265454,766.6848788522623,2.884616897851536,34.38,3.0,2.98,2.85,1.3630321545751294e+35
M13,qLMXB,2.022998829373742,9.72562430037916,0.3071484850294363,12.497743883703144,1.0968316204246717,34.38,3.0,2.98,2.85,2.022998829373742e+35
M13,qLMXB,1.240717356856942,11.55494333622235,0.15855329528180964,723.3367502359536,2.8593405306566755,34.38,3.0,2.98,2.85,1.240717356856942e+35
M13,qLMXB,1.1528075822980066,14.052977318063796,0.12113195147223028,3838.728550247101,3.5841874027405165,34.38,3.0,2.98,2.85,1.1528075822980065e+35
M13,qLMXB,1.3857989946393436,13.6861173277357,0.14951687728455348,994.1918722042923,2.9974702083390348,34.38,3.0,2.98,2.85,1.3857989946393436e+35
M13,qLMXB,1.0473237171672682,9.804235494585843,0.1577384028160977,744.1409313262675,2.87165519347753,34.38,3.0,2.98,2.85,1.0473237171672682e+35
M13,qLMXB,1.4204246316761882,12.313144435725567,0.1703411033098273,474.6557551321117,2.676378750998911,34.38,3.0,2.98,2.85,1.4204246316761881e+35
M13,qLMXB,1.0272357922334794,13.083470216875423,0.11593576392383113,4746.758581312548,3.676397144195718,34.38,3.0,2.98,2.85,1.0272357922334794e+35
M13,qLMXB,1.5632635703664994,10.117961604650942,0.22814419100883174,61.88142207503215,1.7915602855095996,34.38,3.0,2.98,2.85,1.5632635703664993e+35
U24_NGC6397,qLMXB,1.1530586900206181,10.623212096938365,0.16027500373253198,715.8001298829837,2.8547917728573635,34.38,3.0,2.98,2.85,1.1530586900206181e+35
U24_NGC6397,qLMXB,1.4727734015639782,10.078152024264817,0.21578699236601662,92.03712312208732,1.96396303511906,34.38,3.0,2.98,2.85,1.4727734015639782e+35
U24_NGC6397,qLMXB,1.067116171189089,12.480320875077954,0.12625720902118495,2888.2106427864264,3.4606288639889358,34.38,3.0,2.98,2.85,1.067116171189089e+35
U24_NGC6397,qLMXB,1.7296374860638315,10.468161975484747,0.24398037251889415,35.57839705589325,1.5511863775460444,34.38,3.0,2.98,2.85,1.7296374860638314e+35
U24_NGC6397,qLMXB,1.2589533033405385,12.15140871803169,0.152986541847018,900.4297482680618,2.954449834723914,34.38,3.0,2.98,2.85,1.2589533033405384e+35
U24_NGC6397,qLMXB,1.611148858103794,10.641057122796852,0.22357391313883787,63.864884670586335,1.805262132248415,34.38,3.0,2.98,2.85,1.611148858103794e+35
U24_NGC6397,qLMXB,1.3074214830533835,9.685070142764582,0.19933478010055336,162.69482221114544,2.2113737316651316,34.38,3.0,2.98,2.85,1.3074214830533834e+35
U24_NGC6397,qLMXB,1.1523980660813775,12.21117012085754,0.1393527276896373,1637.8492878243164,3.21427393620485,34.38,3.0,2.98,2.85,1.1523980660813775e+35
U24_NGC6397,qLMXB,1.4056010013103153,11.887070565345098,0.17460531195570045,419.85470345286393,2.623099022764628,34.38,3.0,2.98,2.85,1.4056010013103153e+35
U24_NGC6397,qLMXB,1.444975312057587,10.174559640540851,0.2097080201691272,103.1569479144262,2.0134984842653227,34.38,3.0,2.98,2.85,1.4449753120575869e+35
U24_NGC6397,qLMXB,1.278487560741205,10.359345304022446,0.18223610826392553,302.7339793667273,2.4810611696293816,34.38,3.0,2.98,2.85,1.2784875607412048e+35
U24_NGC6397,qLMXB,1.3637132797154932,11.925519566461713,0.1688558048665263,483.5045394727734,2.6844005558931086,34.38,3.0,2.98,2.85,1.3637132797154931e+35
U24_NGC6397,qLMXB,1.4357397082867644,12.520784931836268,0.16932239039890165,498.2937704631856,2.697485457770345,34.38,3.0,2.98,2.85,1.4357397082867644e+35
U24_NGC6397,qLMXB,1.4349906145778588,10.377666669677787,0.20418299905283513,132.69705890145173,2.1228612972651497,34.38,3.0,2.98,2.85,1.4349906145778587e+35
U24_NGC6397,qLMXB,1.237346686762013,10.45079176106052,0.17482858414860392,412.190279064034,2.6150977453310382,34.38,3.0,2.98,2.85,1.2373466867620131e+35
